station_id,station_name,stn_lat,stn_lon,stnz
USS0007H05S,Divide Peak,41.3,-107.15,2706.6
USS0007H06S,Sage Creek Basin,41.4,-107.26,2392.7
USS0007J03S,Bear River,40.06,-107.01,2767.6
USS0007J04S,Crosho,40.17,-107.06,2773.7
USS0007J05S,Ripple Creek,40.11,-107.29,3151.6
USS0007K13S,Trapper Lake,40.0,-107.24,2956.6
USW00000157,WALDEN JACKSON COUNTY AP,40.75,-106.267,2486.3
USW00024046,CRAIG MOFFAT CO AP,40.4931,-107.524,1884.9
USW00024057,RAWLINS AP,41.8064,-107.195,2063.2
USW00094025,HAYDEN YAMPA VALLEY AP,40.4811,-107.218,2011.7
USW00094050,MEEKER AP,40.0444,-107.888,1940.7
USW00094076,KREMMLING MCELROY AIRFLD,40.0536,-106.369,2258.9
USC00050945,BRIGGSDALE,40.6344,-104.329,1481.9
USC00051060,BUCKHORN MTN 1 E,40.6158,-105.297,2255.5
USC00052759,ESTES PARK,40.3853,-105.494,2320.7
USC00053005,FT COLLINS,40.5764,-105.086,1525.2
USC00053496,GRAND LAKE 1 NW,40.2669,-105.832,2657.9
USC00053500,GRAND LAKE 6 SSW,40.185,-105.867,2526.2
USC00053553,GREELEY UNC,40.4022,-104.699,1437.1
USC00053959,HEREFORD,40.9725,-104.296,1616.4
USC00055116,LONGMONT 2 ESE,40.1694,-105.078,1508.8
USC00055236,LOVELAND 2N,40.435,-105.085,1548.4
USC00057296,RUSTIC 9WSW,40.7008,-105.712,2346.0
USC00058690,VIRGINIA DALE 7 ENE,40.9656,-105.219,2138.2
USC00058839,WATERDALE,40.4256,-105.21,1594.1
USC00481676,CHEYENNE WFO,41.1517,-104.806,1865.1
USC00485417,LARAMIE 4SE,41.2847,-105.532,2252.5
USC00485435,LARAMIE 2 NW,41.34,-105.606,2176.3
USC00487236,PINE BLUFFS 1ESE,41.18,-104.057,1541.7
USC00488808,SYBILLE RSCH UNIT,41.7644,-105.375,1855.0
USR0000CBDR,SUGARLOAF COLORADO,40.0181,-105.361,2052.2
USR0000CEST,ESTES PARK COLORADO,40.3667,-105.55,2383.5
USR0000CRDS,REDSTONE COLORADO,40.5708,-105.226,1853.8
USR0000CREF,RED FEATHER COLORADO,40.7981,-105.572,2499.4
USR0000CSLP,HARBISON MEADOW COLORADO,40.2708,-105.833,2621.3
USR0000WDOD,DODGE CREEK WYOMING,41.9675,-105.519,2164.1
USS0005H02S,Crow Creek,41.23,-105.38,2539.0
USS0005J04S,Phantom Valley,40.4,-105.85,2752.3
USS0005J05S,Wild Basin,40.2,-105.6,2913.9
USS0005J06S,Deadman Hill,40.81,-105.77,3115.1
USS0005J08S,University Camp,40.03,-105.58,3139.4
USS0005J10S,Lake Irene,40.41,-105.82,3261.4
USS0005J11S,Hourglass Lake,40.58,-105.63,2859.0
USS0005J12S,Stillwater Creek,40.23,-105.92,2657.9
USS0005J18S,Copeland Lake,40.21,-105.57,2621.3
USS0005J27S,Long Draw Resv,40.51,-105.77,3041.9
USS0005J28S,Black Mountain,40.89,-105.66,2718.8
USS0005J37S,Joe Wright,40.53,-105.89,3084.6
USS0005J39S,Bear Lake,40.31,-105.64,2895.6
USS0005J40S,Willow Park,40.43,-105.73,3261.4
USS0005J42S,Niwot,40.04,-105.54,3020.6
USS0005J45S,Sawtooth,40.14,-105.59,2932.2
USS0005J46S,High Lonesome,40.04,-105.75,3237.0
USS0006J27S,Never Summer,40.4,-105.96,3133.3
USW00000160,BOULDER MUNI AP,40.0331,-105.217,1612.1
USW00024018,CHEYENNE,41.1519,-104.806,1887.6
USW00024022,LARAMIE AP,41.3164,-105.673,2216.8
USW00024051,GREELEY WELD CO AP,40.4356,-104.632,1431.6
USW00094035,FT COLLINS LOVELAND AP,40.45,-105.017,1526.7
USW00094074,NUNN 7 NNE,40.8067,-104.755,1642.9
USW00094075,BOULDER 14 W,40.0353,-105.541,2995.6
USC00050109,AKRON 4 E,40.155,-103.142,1384.4
USC00052947,FLEMING 3SW,40.6483,-102.859,1297.2
USC00053038,FT MORGAN,40.2569,-103.87,1333.8
USC00054082,HOLYOKE,40.5453,-102.341,1152.1
USC00054413,JULESBURG,40.9878,-102.265,1059.8
USC00054945,LEROY 5 WSW,40.5147,-102.991,1361.5
USC00055934,NEW RAYMER 21 N,40.9319,-103.868,1578.9
USC00057515,SEDGWICK 5 S,40.8658,-102.516,1218.0
USC00059213,WOODROW 6NNE,40.075,-103.568,1333.2
USC00059295,YUMA,40.1236,-102.722,1260.0
USC00251149,BRIDGEPORT 18WSW,41.5639,-103.368,1264.6
USC00251361,BUSHNELL 15S,41.0103,-103.877,1575.8
USC00251602,CHAPPELL,41.0939,-102.472,1130.8
USC00252000,CRESCENT LAKE NWR,41.7608,-102.438,1163.7
USC00253605,HARRISBURG 12WNW,41.6331,-103.954,1386.8
USC00254903,LODGEPOLE 8N,41.2664,-102.659,1184.5
USC00256385,OSHKOSH,41.4014,-102.346,1033.3
USC00257667,SCOTTSBLUFF 1E,41.8644,-103.64,1191.5
USC00257830,SIDNEY 6 NNW,41.2294,-103.021,1316.7
USR0000NCRE,CRESCENT LAKE NEBRASKA,41.7611,-102.438,1188.7
USR0000NSCO,SCOTTS BLUFF NEBRASKA,41.8167,-103.7,1287.5
USW00024015,AKRON WASHINGTON CO AP,40.1744,-103.215,1428.0
USW00024028,SCOTTSBLUFF W B HEILIG FLD AP,41.8747,-103.601,1206.1
USW00024030,SIDNEY MUNI AP,41.0992,-102.986,1307.0
USC00250355,ARNOLD,41.4272,-100.195,828.8
USC00250365,ARTHUR,41.5697,-101.692,1115.6
USC00251082,BRADY,41.0233,-100.367,808.0
USC00251408,CALLAWAY 8WSW,41.2522,-100.075,887.9
USC00251415,CAMBRIDGE,40.2847,-100.143,682.4
USC00252065,CULBERTSON,40.2317,-100.83,786.7
USC00252100,CURTIS,40.6344,-100.522,794.3
USC00252790,EUSTIS 2 NW,40.6864,-100.054,833.3
USC00253365,GOTHENBURG,40.9394,-100.151,793.4
USC00253810,HERSHEY 5 SSE,41.1056,-100.978,899.8
USC00254110,IMPERIAL,40.5092,-101.651,1004.0
USC00254455,KINGSLEY DAM,41.2097,-101.671,1011.3
USC00255310,MC COOK,40.2289,-100.61,793.1
USC00256055,N PLATTE 3ENE,41.1328,-100.7,848.0
USC00256075,N PLATTE EXP FARM,41.0569,-100.749,922.0
USC00256200,OGALLALA,41.1275,-101.721,984.5
USC00258133,STAPLETON 5W,41.4581,-100.599,921.1
USC00258628,TRENTON DAM 1N,40.1903,-101.067,857.4
USC00258920,WALLACE 2W,40.8433,-101.209,961.0
USR0000NBES,BESSY NEBRASKA,41.8975,-100.311,897.0
USW00024020,HAYES CENTER 1NW,40.5233,-101.034,928.1
USW00024023,N PLATTE RGNL AP,41.1219,-100.669,841.9
USW00024091,IMPERIAL MUNI AP,40.5106,-101.624,996.4
USW00094040,MCCOOK MUNI AP,40.2039,-100.59,779.4
USC00250070,ALBION,41.6853,-98.0083,547.1
USC00250245,ANSELMO 2 WSW,41.6108,-99.9044,833.0
USC00250525,BARTLETT 1W,41.8858,-98.5631,662.9
USC00250640,BEAVER CITY,40.1306,-99.8278,654.7
USC00251200,BROKEN BOW 2 W,41.4083,-99.675,763.2
USC00251345,BURWELL 2WSW,41.7667,-99.1767,687.3
USC00251450,CANADAY STEAM PLT,40.6944,-99.7008,719.9
USC00251684,CLAY CTR,40.5208,-98.0536,545.0
USC00252560,EDISON,40.2764,-99.7836,646.2
USC00252595,ELGIN,41.9872,-98.0747,589.8
USC00252770,ERICSON 8 WNW,41.8036,-98.8239,651.4
USC00253425,GREELEY,41.5461,-98.5331,615.7
USC00253595,HARLAN CO LAKE,40.0892,-99.2133,612.6
USC00253660,HASTINGS 4N,40.6472,-98.3836,590.7
USC00253910,HOLDREGE,40.4517,-99.3803,707.1
USC00254335,KEARNEY 4 NE,40.7258,-99.0133,649.2
USC00254985,LOUP CITY,41.2789,-98.9697,630.9
USC00255565,MINDEN,40.5156,-98.9514,658.4
USC00256040,N LOUP,41.4969,-98.7714,597.7
USC00256335,EVELYN SHARP FLD,41.6233,-98.9489,627.6
USC00256454,OXFORD 6NNW,40.3283,-99.6522,683.4
USC00257040,RAVENNA,41.0319,-98.9214,623.6
USC00257070,RED CLOUD,40.0978,-98.5197,527.9
USC00258320,SUPERIOR,40.0297,-98.0758,460.9
USW00004935,HOLDREGE BREWSTER FLD AP,40.45,-99.3392,702.3
USW00014905,KEARNEY MUNI AP,40.7333,-99.0,649.2
USW00014935,GRAND IS CNTRL NE RGNL AP,40.9614,-98.3131,561.7
USW00014994,LEXINGTON KELLY FLD,40.7886,-99.7708,733.0
USW00094946,BROKEN BOW MUNI AP,41.4367,-99.6386,771.1
USW00094949,HASTINGS MUNI AP,40.6003,-98.4264,591.0
USW00094958,ORD EVELYN SHARP FLD,41.6233,-98.9489,627.6
USC00134874,LITTLE SIOUX 2NW,41.8264,-96.0506,312.4
USC00251825,COLUMBUS 3 NE,41.4639,-97.3278,442.0
USC00252020,CRETE 4ESE,40.6092,-96.8719,445.0
USC00252820,FAIRBURY 5S,40.0739,-97.1669,411.5
USC00252980,FT CALHOUN 4W,41.4453,-96.0928,399.3
USC00253050,FREMONT,41.43,-96.4669,359.7
USC00253065,FRIEND 3E,40.6558,-97.2208,467.9
USC00253175,GENEVA,40.5394,-97.5906,497.7
USC00253185,GENOA 2 W,41.4514,-97.7644,484.6
USC00253467,GRETNA,41.1272,-96.2475,390.1
USC00253735,HEBRON,40.175,-97.5903,451.1
USC00254035,HOWELLS,41.7172,-97.0033,463.3
USC00255362,MEAD 6S,41.1431,-96.4808,352.0
USC00256375,OSCEOLA,41.1844,-97.5514,506.6
USC00257715,SEWARD,40.9169,-97.0897,457.5
USC00258328,SURPRISE,41.1042,-97.3094,470.9
USC00258395,SYRACUSE,40.6661,-96.1892,335.3
USC00258410,TABLE ROCK 4N,40.2381,-96.0847,344.4
USC00258465,TECUMSEH 1S,40.3544,-96.1939,338.3
USC00258795,VALLEY NWS,41.3197,-96.3672,349.0
USC00259200,W PT,41.845,-96.7142,399.3
USC00259513,YORK 3N,40.9153,-97.5997,491.6
USR0000IDES,DESOTO IOWA,41.5333,-96.0833,223.1
USW00004901,AURORA MUNI AP,40.8931,-97.9972,548.3
USW00004998,HEBRON MUNI AP,40.1492,-97.5867,449.0
USW00014939,LINCOLN AP,40.8478,-96.7647,356.6
USW00014941,NORFOLK KARL STEFAN MEM AP,41.98,-97.4336,476.1
USW00014989,YORK,40.8942,-97.6258,507.2
USW00094951,COLUMBUS,41.4481,-97.3428,441.0
USW00094978,TEKAMAH MUNI AP,41.7631,-96.1797,312.1
USW00094995,LINCOLN 8 ENE,40.8483,-96.565,362.4
USW00094996,LINCOLN 11 SW,40.6953,-96.8542,418.2
USC00130364,ATLANTIC 1 NE,41.4175,-95.0042,351.1
USC00130385,AUDUBON,41.7069,-94.9222,390.1
USC00130536,BEACONSFIELD 3N,40.8569,-94.0494,349.9
USC00131533,CLARINDA,40.7244,-95.0192,298.7
USC00131833,CORNING,40.9883,-94.7589,362.7
USC00131962,CRESTON 2 SW,41.0372,-94.3936,395.0
USC00133438,GREENFIELD,41.2942,-94.4456,401.1
USC00133509,GUTHRIE CTR,41.6686,-94.4972,324.6
USC00134894,LOGAN 1 WNW,41.65,-95.8061,361.8
USC00135769,MT AYR,40.7053,-94.2428,347.5
USC00136151,OAKLAND,41.3044,-95.3844,384.0
USC00136566,PERRY,41.8394,-94.1106,289.6
USC00136940,RED OAK,41.0036,-95.2419,317.0
USC00137613,SHENANDOAH,40.7717,-95.3739,295.4
USC00139132,WINTERSET 4N,41.4025,-94.0147,297.2
USC00230051,ALBANY,40.2489,-94.3328,266.7
USC00230608,BETHANY,40.2575,-94.0269,289.3
USC00231822,CONCEPTION,40.2394,-94.6833,337.7
USC00233375,GRANT CITY 5WSW,40.4639,-94.4978,331.9
USC00235340,MARYVILLE 2E,40.3458,-94.8342,300.2
USC00238292,TARKIO #2,40.4372,-95.3867,298.1
USC00250435,AUBURN 5 ESE,40.3706,-95.7469,283.5
USC00252851,FALLS CITY 4NE,40.075,-95.5189,283.5
USC00255810,NEBRASKA CITY 2NW,40.6986,-95.8867,321.6
USW00014942,OMAHA EPPLEY AIRFIELD,41.3119,-95.9019,298.7
USW00094957,FALLS CITY BRENNER FLD,40.0792,-95.5892,298.7
USC00130149,ALLERTON,40.7039,-93.3703,332.2
USC00130203,AMES 5 SE,41.9519,-93.5656,265.2
USC00130600,BELLE PLAINE,41.8814,-92.2764,246.9
USC00131354,CENTERVILLE,40.7325,-92.89,275.8
USC00131394,CHARITON 1 E,41.0164,-93.2792,294.1
USC00132209,DES MOINES WSFO-JOHNSTON,41.7367,-93.7236,292.3
USC00133473,GRINNELL 3 SW,41.72,-92.7489,275.8
USC00134502,KNOXVILLE,41.3247,-93.1008,272.8
USC00134585,LAMONI,40.6233,-93.9342,343.8
USC00135992,NEWTON,41.7117,-93.0297,292.6
USC00136316,OSCEOLA,41.0194,-93.7503,313.3
USC00136327,OSKALOOSA,41.3214,-92.6467,253.0
USC00136910,RATHBUN DAM,40.825,-92.8925,294.1
USC00137678,SIGOURNEY,41.3372,-92.2278,223.1
USC00233416,GREEN CITY 5N,40.3503,-92.9492,315.5
USC00234544,KIRKSVILLE,40.2058,-92.5747,295.7
USC00235492,MEMPHIS,40.4575,-92.1822,234.7
USC00236866,PRINCETON,40.3986,-93.5839,298.7
USC00237963,SPICKARD 7 W,40.2472,-93.7158,266.7
USC00238444,TRENTON,40.0825,-93.6086,255.1
USR0000INEA,NEAL SMITH IOWA,41.5667,-93.2583,273.7
USW00014933,DES MOINES INTL AP,41.5339,-93.6531,286.2
USW00014938,KIRKSVILLE RGNL AP,40.0967,-92.5469,291.4
USW00014950,OTTUMWA IND AP,41.1008,-92.4444,254.2
USW00014993,LAMONI,40.65,-94.0,356.0
USW00054902,DES MOINES 17 E,41.5561,-93.2856,280.7
USW00094989,AMES MUNI AP,41.9906,-93.6186,281.3
USW00094991,LAMONI MUNI AP,40.6306,-93.9006,345.6
USC00110072,ALEDO,41.1978,-90.7447,222.5
USC00110140,ALTONA,41.1203,-90.1642,233.2
USC00110356,AVON,40.6633,-90.4447,195.1
USC00110598,BENTLEY,40.3444,-91.1125,198.1
USC00113290,FULTON L&D #13,41.8978,-90.1544,180.4
USC00113320,GALESBURG,40.9464,-90.3856,232.0
USC00113384,GENESEO,41.4511,-90.1486,194.8
USC00113455,GLADSTONE DAM 18,40.8822,-91.0233,164.0
USC00114355,ILLINOIS CITY DAM 16,41.4256,-91.0094,167.6
USC00114780,KNOXVILLE,40.9025,-90.2897,221.9
USC00114823,LA HARPE,40.5839,-90.9686,210.3
USC00115768,MONMOUTH,40.9442,-90.6381,219.5
USC00115772,MONMOUTH 4NW,40.9361,-90.7197,220.7
USC00116080,NEW BOSTON DAM 17,41.1925,-91.0578,167.0
USC00116970,PRAIRIE CITY 2S,40.5914,-90.4642,198.1
USC00117391,ROCK ISLAND L&D 15,41.5181,-90.5647,173.1
USC00131060,BURLINGTON 2S,40.7747,-91.1164,210.3
USC00131635,CLINTON #1,41.7947,-90.2639,178.3
USC00131731,COLUMBUS JUNCTION,41.2764,-91.3581,179.8
USC00132070,DAVENPORT WFO,41.6119,-90.5803,228.6
USC00132299,DONNELLSON,40.6458,-91.5639,214.9
USC00132789,FAIRFIELD,41.0211,-91.9553,225.6
USC00133007,FT MADISON,40.6222,-91.3339,161.5
USC00134101,IOWA CITY,41.6092,-91.505,195.1
USC00134381,KEOKUK LOCK DAM 19,40.3967,-91.375,160.6
USC00134389,KEOSAUQUA,40.7467,-91.9575,205.4
USC00134705,LE CLAIRE L&D 14,41.5747,-90.4006,175.9
USC00134963,LOWDEN,41.8606,-90.9222,224.9
USC00135837,MUSCATINE,41.4075,-91.0728,167.3
USC00135844,MUSCATINE 2N,41.4714,-91.0464,207.3
USC00138688,WASHINGTON,41.2825,-91.7078,209.4
USC00139067,WILLIAMSBURG 1E,41.665,-91.9978,237.7
USC00231275,CANTON L&D 20,40.1439,-91.5158,149.4
USW00014923,MOLINE QUAD CITY INTL AP,41.4481,-90.5236,175.6
USW00014931,BURLINGTON MUNI AP,40.7728,-91.1256,208.2
USW00014937,IOWA CITY MUNI AP,41.6394,-91.5444,198.7
USW00014990,CEDAR RAPIDS MUNI AP,41.8831,-91.7247,256.0
USW00094982,DAVENPORT,41.6117,-90.5808,259.4
USC00110338,AURORA,41.7803,-88.3092,201.2
USC00111475,CHENOA,40.7408,-88.7181,219.2
USC00111836,CONGERVILLE 2NW,40.6211,-89.2414,195.1
USC00112223,DE KALB,41.9339,-88.7747,267.6
USC00112348,DIXON 1W,41.835,-89.5136,201.2
USC00112500,DWIGHT,41.1072,-88.4111,191.4
USC00114012,HENNEPIN,41.2542,-89.3378,157.0
USC00114530,JOLIET BRANDON ROAD LOCK/DAM,41.5033,-88.1033,165.5
USC00114710,KEWANEE 1 E,41.2428,-89.8997,237.7
USC00115079,LINCOLN,40.1519,-89.3386,177.7
USC00115097,LISLE - MORTON ARBORETUM,41.8128,-88.0728,206.3
USC00115372,MARSEILLES LOCK/DAM,41.3283,-88.7533,148.4
USC00115712,MINONK,40.9125,-89.0339,228.6
USC00115825,MORRIS 1NW,41.3714,-88.4333,159.7
USC00115833,MORRISON,41.7944,-89.9681,192.6
USC00116200,NORMAL 4NE,40.5492,-88.9497,240.8
USC00116526,OTTAWA 4SW,41.3281,-88.9097,166.1
USC00116661,PAW PAW 2S,41.6653,-88.9781,271.0
USC00116753,PERU,41.3497,-89.1075,193.2
USC00116765,PETERSBURG 1E,40.0164,-89.8344,182.9
USC00116998,PRINCETON,41.3661,-89.4519,212.4
USC00117457,ROMEOVILLE WFO,41.6042,-88.085,201.2
USC00118740,CHAMPAIGN 3S,40.0842,-88.2403,220.1
USC00118916,WALNUT,41.5603,-89.6025,204.5
USW00004808,CHICAGO AURORA MUNI AP,41.7714,-88.4814,213.7
USW00014806,RANTOUL,40.3131,-88.1594,225.6
USW00014842,GENERAL WAYNE A DOWNING INTL A,40.6675,-89.6842,199.6
USW00054808,CHAMPAIGN 9 SW,40.0528,-88.3728,213.4
USW00054811,SHABBONA 5 NNE,41.8431,-88.8514,262.4
USW00054831,BLOOMINGTON NORMAL AP,40.4833,-88.95,263.7
USW00094870,CHAMPAIGN URBANA WILLARD AP,40.0325,-88.2756,226.5
USW00094892,CHICAGO W CHICAGO DUPAGE AP,41.8964,-88.2511,228.3
USC00111550,CHICAGO NORTHERLY IS,41.8558,-87.6094,177.7
USC00111577,CHICAGO MIDWAY AP 3SW,41.7372,-87.7775,189.0
USC00112140,DANVILLE,40.1392,-87.6478,169.2
USC00114198,HOOPESTON,40.4664,-87.685,216.4
USC00114603,KANKAKEE WWTP,41.135,-87.8856,182.9
USC00116344,OGDEN,40.11,-87.9567,205.7
USC00116616,PARK FOREST,41.4947,-87.6803,216.4
USC00121417,CHALMERS 5 W,40.6653,-86.955,219.5
USC00121873,CRAWFORDSVILLE 6 SE,40.0028,-86.8011,254.8
USC00123078,FRANCESVILLE,40.9842,-86.8872,207.3
USC00123082,FRANKFORT DISPOSAL,40.2986,-86.5067,251.2
USC00124244,INDIANA DUNES NP,41.6317,-87.0881,208.2
USC00124657,KNOX WWTP,41.3053,-86.6286,210.3
USC00124662,KOKOMO 3 WSW,40.4583,-86.1758,250.5
USC00124715,LAFAYETTE 8 S,40.2964,-86.9028,223.1
USC00124782,LAKEVILLE,41.5269,-86.2692,256.3
USC00124837,LAPORTE,41.6117,-86.7297,246.6
USC00125117,LOGANSPORT CICOTT ST,40.7478,-86.3878,182.9
USC00125174,LOWELL WWTP,41.2644,-87.4175,202.7
USC00126830,PERRYSVILLE 4 WNW,40.0739,-87.5067,186.2
USC00126989,PLYMOUTH,41.3392,-86.3358,248.4
USC00127298,RENSSELAER WWTP,40.9239,-87.1753,200.6
USC00127482,ROCHESTER,41.0664,-86.2097,231.6
USC00128437,S BEND,41.7006,-86.2486,216.4
USC00128784,TIPTON 5 SW,40.2233,-86.1086,271.3
USC00129222,WANATAH 2 WNW,41.4439,-86.9294,224.0
USC00129430,W LAFAYETTE 6 NW,40.475,-86.9919,215.8
USC00129670,WINAMAC 2SSE,41.0267,-86.5867,210.3
USC00129905,YOUNG AMERICA,40.5614,-86.3425,235.6
USC00202250,DOWAGIAC 1 W,41.9856,-86.1319,225.6
USC00205892,NILES,41.8406,-86.2658,198.1
USR0000IBAI,BAILLY INDIANA,41.6317,-87.0878,197.2
USW00004846,VALPARAISO PORTER CO MUNI AP,41.4536,-86.9981,234.1
USW00014819,CHICAGO MIDWAY AP,41.7842,-87.7553,185.9
USW00014835,LAFAYETTE PURDUE UNIV AP,40.4122,-86.9475,181.7
USW00014848,S BEND AP,41.7072,-86.3164,235.3
USW00094846,CHICAGO OHARE INTL AP,41.9603,-87.9317,204.8
USC00120200,ANGOLA,41.6639,-85.0183,310.9
USC00120676,BERNE WWTP,40.6683,-84.93,255.7
USC00121739,COLUMBIA CITY,41.1453,-85.4897,254.2
USC00122096,DECATUR 1 N,40.8483,-84.93,239.3
USC00122825,FARMLAND 5 NNW,40.2539,-85.1483,294.1
USC00123206,GARRETT,41.3414,-85.1292,268.2
USC00123207,GARRETT 1 S,41.3367,-85.1197,265.2
USC00123418,GOSHEN 3SW,41.5575,-85.8825,266.7
USC00123777,HARTFORD CITY 4 ESE,40.4356,-85.2892,281.6
USC00124181,HUNTINGTON,40.8556,-85.4981,221.0
USC00125337,MARION 2 N,40.58,-85.6586,240.8
USC00126400,NORTHERN INDIANA WFO,41.3589,-85.6997,289.9
USC00126420,N MANCHESTER WWTP,40.9936,-85.775,231.6
USC00127069,PORTLAND 1 SW,40.4175,-84.9925,277.4
USC00129138,WABASH,40.7917,-85.8258,202.7
USC00129240,WARSAW,41.2633,-85.8678,248.4
USC00200032,ADRIAN 2 NNE,41.9164,-84.0164,231.6
USC00201675,COLDWATER ST SCHOOL,41.9622,-84.9925,299.9
USC00203823,HILLSDALE,41.9353,-84.6411,329.2
USC00205603,MORENCI,41.7217,-84.2147,234.7
USC00208184,THREE RIVERS,41.93,-85.6386,246.9
USC00331042,BRYAN 2 SE,41.4619,-84.5272,222.5
USC00331390,CELINA 3 NE,40.5689,-84.5369,264.0
USC00332098,DEFIANCE,41.2783,-84.3847,213.4
USC00333375,GREENVILLE WTP,40.1033,-84.6503,313.9
USC00333722,HICKSVILLE,41.2875,-84.7597,228.6
USC00334551,LIMA WWTP,40.7247,-84.1294,259.1
USC00335438,MONTPELIER,41.5861,-84.6233,262.1
USC00335667,NAPOLEON 1SW,41.3817,-84.1514,204.2
USC00336465,PAULDING,41.1247,-84.5919,221.0
USC00336650,PIQUA WWTP,40.1311,-84.2344,260.0
USC00337693,SIDNEY 1 S,40.2706,-84.1508,286.5
USC00338609,VAN WERT 1 S,40.8494,-84.5808,240.8
USC00338822,WAUSEON WTP,41.5183,-84.1453,228.6
USW00004847,ADRIAN LENAWEE CO AP,41.8678,-84.0794,244.1
USW00004850,LIMA ALLEN CO AP,40.7081,-84.0214,292.9
USW00004851,DEFIANCE AP,41.3358,-84.4286,215.2
USW00014827,FT WAYNE INTL AP,40.9725,-85.2064,242.9
USW00014829,GOSHEN MUNI AP,41.5264,-85.7872,251.2
USW00094895,MUNCIE DELAWARE CO AP,40.2344,-85.3936,285.3
CA00613P001,POINT PELEE CS,41.95,-82.5167,177.0
USC00202308,DUNDEE,41.9553,-83.6489,201.2
USC00330563,BELLEFONTAINE,40.3536,-83.7753,358.4
USC00330862,BOWLING GREEN WWTP,41.3831,-83.6111,205.7
USC00331072,BUCYRUS,40.8125,-82.9697,291.1
USC00331404,CENTERBURG 2 SE,40.2914,-82.6547,367.3
USC00331785,COLUMBUS WCMH,40.025,-83.0269,225.6
USC00332791,FINDLAY WPCC,41.0461,-83.6622,234.1
USC00332974,FREMONT,41.3336,-83.1197,182.9
USC00333021,GALION WTR WKS,40.7231,-82.8,356.6
USC00333915,HUNTSVILLE 3N,40.48,-83.8128,315.2
USC00334979,MARYSVILLE,40.1939,-83.2675,295.7
USC00335747,NEWARK WTR WKS,40.0875,-82.4128,254.5
USC00336118,NORWALK WWTP,41.2633,-82.6147,204.2
USC00336405,PANDORA,40.9461,-83.9614,234.7
USC00338552,URBANA WRF,40.0992,-83.7822,310.6
USC00338951,WESTERVILLE,40.1267,-82.9442,244.4
USW00004804,COLUMBUS OHIO STATE UNIV AP,40.0783,-83.0783,274.9
USW00004848,TOLEDO METCALF FLD,41.5633,-83.4767,189.0
USW00004849,ELYRIA LORAIN CO AP,41.3464,-82.1789,241.1
USW00004855,MARION MUNI AP,40.6158,-83.0672,300.2
USW00004858,NEWARK HEATH AP,40.0264,-82.4633,267.6
USW00014825,FINDLAY AP,41.0136,-83.6681,246.6
USW00014846,SANDUSKY,41.45,-82.7167,178.0
USW00014891,MANSFIELD LAHM RGNL AP,40.8203,-82.5178,392.9
USW00094830,TOLEDO EXPRESS AP,41.5869,-83.8053,205.4
USC00331458,CHARDON,41.5872,-81.1914,344.4
USC00331890,COSHOCTON WPC PLT,40.2403,-81.8711,231.6
USC00332160,DENNISON WTR WKS,40.4056,-81.3436,262.1
USC00333780,HIRAM,41.3072,-81.1475,374.9
USC00334261,KIRWAN DAM,41.1433,-81.0789,310.0
USC00335297,MILLERSBURG,40.5375,-81.9197,249.6
USC00335505,MOSQUITO CREEK LAKE,41.2986,-80.7642,277.4
USC00336089,NORTON 3NE,41.0569,-81.6133,296.9
USC00336389,PAINESVILLE 4 NW,41.7528,-81.2953,182.9
USC00336949,RAVENNA 2 S,41.1367,-81.2844,337.4
USC00338025,STEUBENVILLE,40.3764,-80.6283,302.4
USC00338062,STOW 4 SE,41.1314,-81.4492,323.1
USC00338769,WARREN 3 S,41.2019,-80.8106,274.3
USC00360475,BEAVER FALLS 1 NE,40.7628,-80.3133,231.6
USC00362574,EMSWORTH L/D OHIO RVR,40.5044,-80.0889,218.5
USC00363343,GLENWILLARD DASHIELDS L&D,40.5489,-80.2058,216.4
USC00364325,JAMESTOWN 2 NW,41.4992,-80.4681,312.4
USC00365902,MONTGOMERY L&D,40.6475,-80.3861,210.3
USC00365918,MOON TWP,40.5319,-80.2172,357.2
USC00368184,SLIPPERY ROCK 1 SSW,41.0561,-80.0594,384.0
USC00368361,SPRINGBORO 3 WNW,41.8161,-80.425,306.3
USC00466442,NEW CUMBERLAND L/D,40.5261,-80.6275,205.7
USC00467018,PIKE ISLAND(LOCK & DAM),40.1478,-80.7014,195.1
USC00469482,WHEELING,40.0567,-80.7283,196.6
USW00004827,WASHINGTON CO AP,40.1333,-80.2833,361.2
USW00004842,WOOSTER WAYNE CO AP,40.8733,-81.8886,336.8
USW00004843,MEADVILLE PORT MEADVILLE AP,41.6258,-80.2122,427.6
USW00004852,NEW PHILA CLEVER FLD,40.4703,-81.4217,271.6
USW00004853,CLEVELAND BURKE LAKEFRONT AP,41.5256,-81.6692,177.4
USW00004857,ASHTABULA CO AP,41.7794,-80.6969,278.3
USW00014813,AKRON FULTON INTL AP,41.0372,-81.4633,318.2
USW00014820,CLEVELAND,41.4133,-81.86,262.1
USW00014852,YOUNGSTOWN-WARREN RGNL AP,41.2547,-80.6736,355.7
USW00014894,WHEELING OHIO CO AP,40.17,-80.6442,364.2
USW00014895,AKRON CANTON AP,40.9181,-81.4433,368.8
USW00054856,WOOSTER 3 SSE,40.7642,-81.9103,335.9
USW00094823,PITTSBURGH ASOS,40.4847,-80.2144,341.1
USC00360022,ACMETONIA LOCK 3,40.5361,-79.8153,228.0
USC00360132,ALTOONA 7 SW,40.4189,-78.4197,359.7
